-6, 0, 0.1
-6, 8.457669544352052e-18, -0.1
-5.4877508092294995, -0.5348196455404294, 0.1
-5.4877508092294995, -0.5348196455404294, -0.1
-4.970653166745333, -1.0649300999954094, 0.1
-4.970653166745333, -1.0649300999954094, -0.1
-4.443606371955123, -1.5851248776843738, 0.1
-4.443606371955123, -1.5851248776843738, -0.1
-3.901033824753884, -2.089071098095415, 0.1
-3.901033824753884, -2.089071098095415, -0.1
-3.3366576421434155, -2.5684827052768204, 0.1
-3.3366576421434155, -2.5684827052768204, -0.1
-2.743632557126978, -3.0117515478585703, 0.1
-2.743632557126978, -3.0117515478585703, -0.1
-2.11486503163921, -3.402401312450049, 0.1
-2.11486503163921, -3.402401312450049, -0.1
-1.4451517427107258, -3.7171165691948933, 0.1
-1.4451517427107258, -3.7171165691948933, -0.1
-0.7356195765040852, -3.9260512054663845, 0.1
-0.7356195765040852, -3.9260512054663845, -0.1
2.6645352591003756e-15, -4, 0.1
2.6645352591003756e-15, -4, -0.1
0.7356195765040914, -3.926051205466383, 0.1
0.7356195765040914, -3.926051205466383, -0.1
1.4451517427107267, -3.717116569194893, 0.1
1.4451517427107267, -3.717116569194893, -0.1
2.114865031639212, -3.4024013124500487, 0.1
2.114865031639212, -3.4024013124500487, -0.1
2.7436325571269826, -3.0117515478585672, 0.1
2.7436325571269826, -3.0117515478585672, -0.1
3.3366576421434217, -2.568482705276815, 0.1
3.3366576421434217, -2.568482705276815, -0.1
3.9010338247538882, -2.089071098095411, 0.1
3.9010338247538882, -2.089071098095411, -0.1
4.443606371955125, -1.585124877684372, 0.1
4.443606371955125, -1.585124877684372, -0.1
4.970653166745334, -1.0649300999954092, 0.1
4.970653166745334, -1.0649300999954092, -0.1
5.4877508092294995, -0.53481964554043, 0.1
5.4877508092294995, -0.53481964554043, -0.1
6, -4.898587196589413e-16, 0.1
6, -4.81401050114587e-16, -0.1
