448.50770416024653,478.08859784283516,448.4308943089431,559.9707317073171,448.7306338028169,395.22359154929575,448.89026548672564,339.1044247787611,448.48303393213575,230.57684630738524,448.80922431865827,285.7316561844864,449.28935185185185,174.7962962962963,449.43325526932085,120.14285714285714,646.7867435158502,64.11527377521614,914.5248618784531,530.0883977900553
448.56012412723044,478.1311093871218,448.44831880448316,553.5417185554172,448.780701754386,339.1842105263158,448.6707746478873,395.24471830985914,448.71311475409834,230.54303278688525,448.89935760171306,285.4625267665953,449.162100456621,174.8173515981735,449.51306413301666,119.9809976247031,646.6732394366197,64.11549295774648,914.5555555555555,530.0944444444444
448.5665399239544,477.8296577946768,448.5235668789809,553.9821656050956,448.64403973509934,395.362582781457,448.38121546961327,340.0773480662983,443.07450980392156,230.59019607843138,445.1,285.765306122449,495.59322033898303,174.95157384987894,645.3817733990148,119.08128078817734,646.1273209549072,64.44827586206897,937.4879032258065,536.4637096774194
448.6673913043478,475.3,448.4980988593156,553.9391634980989,450.1102362204724,391.2629921259842,442.44043321299637,332.44043321299637,399.4215885947047,272.76985743380857,351.70212765957444,219.09787234042554,599.3834080717489,100.53139013452915,645.2648514851485,119.26732673267327,646.4211956521739,64.41032608695652,937.624,536.516
448.5452554744526,532.5423357664233,450.79362880886424,454.24238227146816,396.933014354067,306.792663476874,450.18668831168833,394.75487012987014,429.97042513863215,345.29390018484287,431.0480769230769,181.60576923076923,587.5277777777778,160.5042735042735,643.9886621315193,120.01814058956916,646.2798913043479,64.37228260869566,937.624,536.516
448.6007272727273,532.2181818181818,413.3734542456719,389.41879637262986,457.29881656804736,456.5,480.4241316270567,228.92504570383912,577.2080924855492,173.27938342967244,437.6680497925311,289.36721991701245,643.2570806100218,120.57516339869281,644.6482300884956,66.18141592920354,937.2980392156862,536.3882352941176,851.8425196850394,512.0393700787401
448.57575757575756,532.8285291943829,439.27912932138287,452.8476312419974,412.5681818181818,401.4681818181818,518.6967071057193,255.7313691507799,566.7730496453901,184.86702127659575,462.10830324909745,293.3231046931408,410.2639691714836,337.76107899807323,644.376168224299,119.06542056074767,645.6351706036745,64.26509186351706,935.4532710280374,535.7710280373832
448.5853658536585,532.7886178861788,439.27912932138287,452.8476312419974,412.5681818181818,401.4681818181818,571.3048780487804,181.15091463414635,518.7162629757786,255.7439446366782,462.10830324909745,293.3231046931408,410.2639691714836,337.76107899807323,644.376168224299,119.06542056074767,645.3759590792839,64.49872122762149,935.4532710280374,535.7710280373832
442.09854368932037,505.50970873786406,409.9283489096573,393.65109034267914,487.8876611418048,303.96869244935544,436.3984220907298,337.5128205128205,577.4817813765183,183.01821862348177,529.1666666666666,264.16883116883116,644.8816425120773,119.16425120772946,645.1236842105263,64.31052631578947,935.4532710280374,535.7710280373832,851.1970802919708,511.91970802919707
448.4885670731707,533.0914634146342,430.0028818443804,446.2536023054755,423.7816666666667,382.33666666666664,516.9912587412588,303.6451048951049,462.5404339250493,339.26232741617355,550.6,260.21702127659574,579.0044052863436,184.3259911894273,644.7628361858191,119.1760391198044,645.021563342318,64.18059299191374,930.2033195020747,534.2572614107884
448.5057295645531,533.1848739495798,465.0633445945946,363.4619932432432,440.74932249322495,449.949864498645,535.600790513834,305.5513833992095,566.1575492341357,258.38293216630194,597.905311778291,177.6512702078522,644.5626477541371,118.66430260047281,644.3429319371728,64.30890052356021,851.2941176470588,511.9485294117647,943.1891891891892,538.2432432432432
448.6373858046381,530.3640196767393,476.0801963993453,384.33878887070375,509.385,339.7633333333333,459.1,447.255,557.402,295.378,586.2629310344828,248.08620689655172,605.2745098039215,179.17864923747277,643.5213483146067,118.76629213483146,643.4014962593516,64.56109725685785,851.2941176470588,511.9485294117647
459.68565815324166,504.16601178781923,504.8803738317757,389.98130841121497,531.4596622889305,342.422138836773,571.6516393442623,292.06762295081967,598.0398322851153,244.50104821802935,616.4669703872437,177.16856492027335,644.1650246305419,119.0935960591133,643.3890274314215,64.51870324189527,851.7285714285714,511.97857142857146,943.1891891891892,538.2432432432432
